algorithm,avg_waiting_time,avg_turnaround_time,avg_response_time,throughput,cpu_utilization,idle_cpu_time,idle_cpu_percentage,context_switches,fairness_index,starvation_score,energy_score,cache_miss_rate,scheduling_efficiency_score,total_time,process_count
FCFS,138.3,149.8,138.3,0.08595988538681948,0.9885386819484241,4,0.011461318051575931,29,0.7538096633119157,1.0028922631959507,432.0,0.052091690544412615,37.20469766163571,349,30
SJF,100.06666666666666,111.56666666666666,100.06666666666666,0.08595988538681948,0.9885386819484241,4,0.011461318051575931,29,0.5400684853518773,2.1479013990672886,432.0,0.12383954154727775,16.959825642245747,349,30
Priority,138.56666666666666,150.06666666666666,138.56666666666666,0.08595988538681948,0.9885386819484241,4,0.011461318051575931,29,0.6533502033513943,1.2011065672359875,432.0,0.0585386819484241,29.342602420325125,349,30
Round Robin (q=4),196.73333333333332,208.23333333333332,54.06666666666667,0.08595988538681948,0.9885386819484241,4,0.011461318051575931,95,0.8596674322171893,0.5147407658420875,630.0,0.855931232091689,56.10296689186486,349,30
