2026-07-31 15:45:37 | INFO     | scheduler.main                 | Running FCFS...
2026-07-31 15:45:37 | INFO     | scheduler.main                 | Running SJF...
2026-07-31 15:45:37 | INFO     | scheduler.main                 | Running Priority...
2026-07-31 15:45:37 | INFO     | scheduler.main                 | Running Round Robin...
2026-07-31 15:45:37 | INFO     | scheduler.exporter.exporter    | Exported metrics CSV -> C:\Users\ANANYA MISHRA\Downloads\RLT\results\metrics_summary.csv
2026-07-31 15:45:37 | INFO     | scheduler.exporter.exporter    | Exported process-detail CSV -> C:\Users\ANANYA MISHRA\Downloads\RLT\results\process_details.csv
2026-07-31 15:45:37 | INFO     | scheduler.exporter.exporter    | Exported full simulation JSON -> C:\Users\ANANYA MISHRA\Downloads\RLT\data\full_simulation.json
2026-07-31 15:45:37 | INFO     | scheduler.exporter.exporter    | Exported simulation summary -> C:\Users\ANANYA MISHRA\Downloads\RLT\results\simulation_summary.txt
2026-07-31 15:45:37 | INFO     | scheduler.exporter.exporter    | Exported dashboard bundle -> C:\Users\ANANYA MISHRA\Downloads\RLT\data\dashboard_data.json
2026-07-31 15:45:42 | INFO     | scheduler.exporter.pdf_report  | Generated PDF report -> C:\Users\ANANYA MISHRA\Downloads\RLT\results\scheduling_report.pdf
